Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Patent citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Sustainable Development Goals (2021),Topic Cluster name,Topic Cluster number,Topic name,Topic number,Topic Cluster Prominence Percentile,Topic Prominence Percentile
Strategies for content recommendation in the Brazilian rapid response to syphilis project,"De Morais, P.S.G.| Silva, R.D.D.| Filho, J.A.P.| De Medeiros Valentim, R.A.| Coutinho, K.D.| De Oliveira, C.A.P.| Roussanaly, A.| Boyer, A.",8,57195066314| 57221017720| 57204036681| 35606294400| 57221871955| 57221863744| 25652008500| 7102310718,2020,2020-01-01,ACM International Conference Proceeding Series,166737,-,-,-,-,11600154611,Conference Proceeding,0.3,81,1.2,75,-,-,0.76,7,1,0.45,2.21,53,47,0,"De Morais, P.S.G., Silva, R.D.D., Filho, J.A.P. and 5 more (...) (2020).Strategies for content recommendation in the Brazilian rapid response to syphilis project. ACM International Conference Proceeding Series,166737",https://www.scopus.com/record/display.url?eid=2-s2.0-85100454297&origin=resultslist,10.1145/3401895.3402089,Conference Paper,,2-s2.0-85100454297,-,Universidade do Estado do Rio de Janeiro| Université de Lorraine| Universidade Federal do Rio Grande do Norte,3,60023857| 60005499| 60104289,Universidade Federal do Rio Grande do Norte| Universidade do Estado do Rio de Janeiro| Université de Lorraine,57195066314,7102310718,-,-,France| Brazil,1705| 1707| 1709| 1712,Computer Networks and Communications| Computer Vision and Pattern Recognition| Human-Computer Interaction| Software,SDG 3,"Semantics,Models,Recommender Systems",37,"Collaborative Filtering,Recommender Systems,Factorization",31,97.86,99.902
PaScal Viewer: A Tool for the Visualization of Parallel Scalability Trends,"da Silva, A.B.N.| Cunha, D.A.M.| Silva, V.R.G.| de A. Furtunato, A.F.| Xavier-de-Souza, S.",5,56028715200| 57209883949| 57210457517| 57209885355| 7801645972,2019,2019-01-01,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11027,-,250-264,-,ISSN-03029743,25674,Book Series,0.71,50,1.9,43,0.427,32,0.34,5,1,0.35,2.84,61,56,0,"da Silva, A.B.N., Cunha, D.A.M., Silva, V.R.G. and 2 more (...) (2019).PaScal Viewer: A Tool for the Visualization of Parallel Scalability Trends. Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11027250-264",https://www.scopus.com/record/display.url?eid=2-s2.0-85068989670&origin=resultslist,10.1007/978-3-030-17872-7_15,Conference Paper,,2-s2.0-85068989670,-,Universidade Federal do Rio Grande do Norte,1,122859821| 60023857| 108368123,Pró-Reitoria de Pesquisa| Universidade Federal do Rio Grande do Norte| IFRN,56028715200,7801645972,56028715200,-,Brazil,1700| 2614,General Computer Science| Theoretical Computer Science,-,"Data Storage Equipment,Program Processors,Applications",92,"Performance Analysis,Supercomputers,Openmp",6938,78.06,87.317
RecSeats: A Hybrid Convolutional Neural Network Choice Model for Seat Recommendations at Reserved Seating Venues,"Moins, T.| Aloise, D.| Blanchard, S.J.",3,57219443758| 12759644500| 24280915800,2020,2020-09-22,RecSys 2020 - 14th ACM Conference on Recommender Systems,-,-,309-317,-,-,21101023297,Conference Proceeding,-,-,-,-,-,-,1.5,15,1,0.56,1.78,53,43,0,"Moins, T., Aloise, D., Blanchard, S.J. (2020).RecSeats: A Hybrid Convolutional Neural Network Choice Model for Seat Recommendations at Reserved Seating Venues. RecSys 2020 - 14th ACM Conference on Recommender Systems,309-317",https://www.scopus.com/record/display.url?eid=2-s2.0-85092704874&origin=resultslist,10.1145/3383313.3412263,Conference Paper,,2-s2.0-85092704874,-,University of Montreal| Polytechnique Montreal| Georgetown University,3,60019141| 60019141| 60023927,Polytechnique Montréal| Polytechnique Montréal| Georgetown University,57219443758,24280915800,-,-,United States| Canada,1706| 1710| 1712| 2207,Computer Science Applications| Information Systems| Software| Control and Systems Engineering,-,"Supply Chains,Supply Chain Management,Industry",146,"Revenue Management,Dynamic Pricing,Costs And Cost Analysis",5186,98.06,96.805
Corrigendum to “Cyclostationary Correntropy: Definition and applications” [Expert Systems with Applications 69 (2017) 110–117] (S0957417416305607) (10.1016/j.eswa.2016.10.029),"Fontes, A.I.R.| Rego, J.B.A.| Martins, A.D.M.| Silveira, L.F.Q.| Principe, J.C.",5,55763633400| 56702327300| 55415511600| 56363591700| 36045958600,2017,2017-09-15,Expert Systems with Applications,81,-,472-473,-,ISSN-09574174,24201,Journal,2.54,3,9.5,2,1.271,8,1.65,22,1,2.26,0.44,67,11,0,"Fontes, A.I.R., Rego, J.B.A., Martins, A.D.M. and 2 more (...) (2017).Corrigendum to “Cyclostationary Correntropy: Definition and applications” [Expert Systems with Applications 69 (2017) 110–117] (S0957417416305607) (10.1016/j.eswa.2016.10.029). Expert Systems with Applications,81472-473",https://www.scopus.com/record/display.url?eid=2-s2.0-85017547757&origin=resultslist,10.1016/j.eswa.2017.02.001,Erratum,,2-s2.0-85017547757,-,University of Florida| Universidade Federal do Rio Grande do Norte,2,112659637| 60023857| 60023857| 60023857| 60013959,Federal Institute of Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| University of Florida,55763633400,36045958600,55763633400,-,United States| Brazil,1702| 1706| 2200,Artificial Intelligence| Computer Science Applications| General Engineering,-,-,-,-,-,-,-
Determination of dropout student profile based on correspondence analysis technique,"Barros, T.M.| Silva, I.| Guedes, L.A.",3,57211848574| 36537969500| 35761038800,2019,2019-09-01,IEEE Latin America Transactions,17,9,1517-1523,8931146,ISSN-15480992,19700181218,Journal,0.65,55,2.1,39,0.334,41,1.77,35,1,0.12,8.16,61,70,0,"Barros, T.M., Silva, I., Guedes, L.A. (2019).Determination of dropout student profile based on correspondence analysis technique. IEEE Latin America Transactions,17(9) 1517-1523",https://www.scopus.com/record/display.url?eid=2-s2.0-85076711513&origin=resultslist,10.1109/TLA.2019.8931146,Article,,2-s2.0-85076711513,-,Universidade Federal do Rio Grande do Norte,1,108436612| 60023857| 60023857,"Instituto Federal de Educação, Ciência e Tecnologia Do Rio Grande Do Norte (IFRN)| Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte",57211848574,35761038800,-,-,Brazil,1700| 2208,General Computer Science| Electrical and Electronic Engineering,SDG 4,"Students,Teaching,Education; E-Learning",200,"Data Mining,School Dropout,Moodle",14624,92.241,98.968
A novel tri-bandpass filter side-coupled square ring based,"Duarte, J.G.| Da Silva Neto, V.P.",2,57219119640| 55908415500,2020,2020-06-01,"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",19,2,265-275,-,ISSN-21791074,20500195068,Journal,0.61,61,1.9,60,0.214,69,0.53,8,1,0.17,5.91,53,63,0,"Duarte, J.G., Da Silva Neto, V.P. (2020).A novel tri-bandpass filter side-coupled square ring based. Journal of Microwaves, Optoelectronics and Electromagnetic Applications,19(2) 265-275",https://www.scopus.com/record/display.url?eid=2-s2.0-85091332321&origin=resultslist,10.1590/2179-10742020v19i2850,Article,Gold,2-s2.0-85091332321,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57219119640,55908415500,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Antennas,Slot Antennas,Microwave Antennas",55,"Stepped Impedance Resonator,Bandpass Filters,Compact",635,93.043,93.199
An evolving approach for fault diagnosis of dynamic systems[Formula presented],"Santos, M.R.| Costa, B.S.J.| Bezerra, C.G.| Andonovski, G.| Guedes, L.A.",5,57219689542| 25122100700| 55314704100| 57188870788| 35761038800,2022,2022-03-01,Expert Systems with Applications,189,-,-,115983,ISSN-09574174,24201,Journal,-,-,-,2,-,8,1.07,18,1,3.9,0.26,6,10,0,"Santos, M.R., Costa, B.S.J., Bezerra, C.G. and 2 more (...) (2022).An evolving approach for fault diagnosis of dynamic systems[Formula presented]. Expert Systems with Applications,189",https://www.scopus.com/record/display.url?eid=2-s2.0-85117968106&origin=resultslist,10.1016/j.eswa.2021.115983,Article,,2-s2.0-85117968106,-,University of Ljubljana| Universidade Federal do Rio Grande do Norte,2,60023857| 60023857| 112793031| 60031106,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte| Federal Institute of Rio Grande do Norte - IFRN| Univerza v Ljubljani,57219689542,35761038800,57219689542,-,Slovenia| Brazil,1702| 1706| 2200,Artificial Intelligence| Computer Science Applications| General Engineering,-,"Fuzzy Systems,Fuzzy Inference,Neural Networks",573,"Fuzzy Modeling,Data Streams,Artificial Intelligence",19733,59.599,93.461
Development and analysis of a cryptographic algorithm for genetically optimized wireless sensor,"Benjamim, X.C.| Gama, F.O.S.| Semente, R.S.| Villareal, E.R.L.| Salazar, A.O.",5,55437929600| 57191968725| 56105065700| 55361069800| 7102422753,2018,2018-01-01,Przeglad Elektrotechniczny,94,8,79-84,-,ISSN-00332097,18700,Journal,0.43,70,0.7,80,0.204,66,0.84,16,1,0.09,11.26,65,73,0,"Benjamim, X.C., Gama, F.O.S., Semente, R.S. and 2 more (...) (2018).Development and analysis of a cryptographic algorithm for genetically optimized wireless sensor. Przeglad Elektrotechniczny,94(8) 79-84",https://www.scopus.com/record/display.url?eid=2-s2.0-85050760174&origin=resultslist,10.15199/48.2018.08.21,Article,,2-s2.0-85050760174,-,Universidade Federal Rural do Semi-Árido| Universidade Federal do Rio Grande do Norte,2,60023857| 60033203,Universidade Federal do Rio Grande do Norte| Universidade Federal Rural do Semi-Árido – UFERSA,55437929600,7102422753,-,-,Brazil,2208,Electrical and Electronic Engineering,-,"Cryptography,Authentication,Data Privacy",84,"Linear Cryptanalysis,Block Ciphers,Lightweight",2598,97.993,96.198
sBotics - Gamified Framework for Educational Robotics,"Nascimento, L.M.| Neri, D.S.| Ferreira, T.N.| Pereira, F.A.| Albuquerque, E.A.Y.| Gonçalves, L.M.G.| Sá, S.T.L.",7,57216058051| 57215870557| 57215872286| 57206167536| 57205730944| 8843298100| 57193607830,2021,2021-05-01,Journal of Intelligent and Robotic Systems: Theory and Applications,102,1,-,17,ISSN-09210296,24360,Journal,-,14,-,17,-,24,4.15,57,1,0.0,2.43,28,46,0,"Nascimento, L.M., Neri, D.S., Ferreira, T.N. and 4 more (...) (2021).sBotics - Gamified Framework for Educational Robotics. Journal of Intelligent and Robotic Systems: Theory and Applications,102(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85104660045&origin=resultslist,10.1007/s10846-021-01364-8,Article,Bronze,2-s2.0-85104660045,-,Universidade Federal do Rio Grande do Norte,1,60023857| 112196549| 60023857,Universidade Federal do Rio Grande do Norte| IFRN-Diretoria Educacional de Tecnologia da Gestão e da Informação| Universidade Federal do Rio Grande do Norte,57216058051,57193607830,57216058051,-,Brazil,1702| 1712| 2207| 2208| 2209| 2210,Artificial Intelligence| Software| Control and Systems Engineering| Electrical and Electronic Engineering| Industrial and Manufacturing Engineering| Mechanical Engineering,SDG 3,"Students,Teaching,Education; Computer Science",559,"Education,Lego,Robotics",8173,65.217,96.736
Big Data Platform for Analysing Crime Evidences,"Do Valle, J.M.| Souza, G.| Fidelis, S.| Araujo, A.| Cacho, N.| Silva, I.| Budke, J.| Sales, H.| Filgueira, M.W.| Lopes, F.| Araujo, D.| Silva Junior, R.",12,57219344971| 57219337510| 57219342095| 57205856076| 17433450200| 36537969500| 57219340606| 57219336947| 57219336093| 57193516964| 55103744400| 57219344258,2020,2020-08-01,"Proceedings - 2020 IEEE 6th International Conference on Big Data Computing Service and Applications, BigDataService 2020",-,-,113-119,9179536,-,21101023085,Conference Proceeding,-,-,-,-,-,-,0.21,2,1,0.54,1.86,53,44,0,"Do Valle, J.M., Souza, G., Fidelis, S. and 9 more (...) (2020).Big Data Platform for Analysing Crime Evidences. Proceedings - 2020 IEEE 6th International Conference on Big Data Computing Service and Applications, BigDataService 2020,113-119",https://www.scopus.com/record/display.url?eid=2-s2.0-85092305069&origin=resultslist,10.1109/BigDataService49289.2020.00025,Conference Paper,,2-s2.0-85092305069,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57219344971,57219344258,-,-,Brazil,1702| 1706| 1710| 1712| 1802,Artificial Intelligence| Computer Science Applications| Information Systems| Software| Information Systems and Management,-,"Computer Crime,Network Security,Intrusion Detection",218,"Digital Forensics,Cybercrime,Electronic Crime Countermeasures",2002,95.518,97.444
Autorange Thermal Sigma-Delta Converter for Incident Radiation Measurement,"Vitorino, B.A.F.| Catunda, S.Y.C.| Belfort, D.R.| Freire, R.C.S.",4,57191961380| 6602674444| 24775112000| 15922490800,2019,2019-03-01,IEEE Transactions on Instrumentation and Measurement,68,3,774-781,8430543,ISSN-00189456,15361,Journal,2.07,6,6.6,6,1.027,10,0.72,15,1,0.12,8.07,61,70,0,"Vitorino, B.A.F., Catunda, S.Y.C., Belfort, D.R. and 1 more (...) (2019).Autorange Thermal Sigma-Delta Converter for Incident Radiation Measurement. IEEE Transactions on Instrumentation and Measurement,68(3) 774-781",https://www.scopus.com/record/display.url?eid=2-s2.0-85051399800&origin=resultslist,10.1109/TIM.2018.2857899,Article,,2-s2.0-85051399800,-,Universidade Federal de Campina Grande| Universidade Federal do Rio Grande do Norte,2,121466352| 60023857| 60003709,Federal Institute of Education| Universidade Federal do Rio Grande do Norte| Universidade Federal de Campina Grande,57191961380,15922490800,57191961380,-,Brazil,2208| 3105,Electrical and Electronic Engineering| Instrumentation,-,"Reynolds Number,Boundary Layers,Large Eddy Simulation",34,"Anemometry,Wheatstone Bridges,Temperature",24450,90.368,58.298
"Distributed genetic algorithms for low-power, low-cost and small-sized memory devices","Medeiros, D.R.S.| Fernandes, M.A.C.",2,57219895498| 7202947679,2020,2020-11-01,Electronics (Switzerland),9,11,1-32,1891,ISSN-20799292,21100829272,Journal,0.98,37,2.7,48,0.36,47,0.35,6,1,0.16,6.38,53,64,0,"Medeiros, D.R.S., Fernandes, M.A.C. (2020).Distributed genetic algorithms for low-power, low-cost and small-sized memory devices. Electronics (Switzerland),9(11) 1-32",https://www.scopus.com/record/display.url?eid=2-s2.0-85095951310&origin=resultslist,10.3390/electronics9111891,Article,Gold|Green,2-s2.0-85095951310,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,57219895498,7202947679,7202947679,-,Brazil,1705| 1708| 1711| 2207| 2208,Computer Networks and Communications| Hardware and Architecture| Signal Processing| Control and Systems Engineering| Electrical and Electronic Engineering,-,"Embedded Systems,Scheduling,Real Time Systems",667,"CAN Bus,Timing Analysis,Control System Synthesis",16637,51.906,78.292
Deep reinforcement learning applied to the k-server problem,"Lins, R.A.S.| Dória, A.D.N.| Melo, J.D.D.",3,57209282917| 57209283982| 55664205300,2019,2019-11-30,Expert Systems with Applications,135,-,212-218,-,ISSN-09574174,24201,Journal,3.12,2,11,2,1.494,4,1.26,29,1,0.12,8.19,61,70,0,"Lins, R.A.S., Dória, A.D.N., Melo, J.D.D. (2019).Deep reinforcement learning applied to the k-server problem. Expert Systems with Applications,135212-218",https://www.scopus.com/record/display.url?eid=2-s2.0-85067208307&origin=resultslist,10.1016/j.eswa.2019.06.015,Article,,2-s2.0-85067208307,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57209282917,55664205300,57209282917,-,Brazil,1702| 1706| 2200,Artificial Intelligence| Computer Science Applications| General Engineering,-,"Scheduling,Algorithms,Optimization",192,"Competitive Analysis,Online Algorithms,Advice",16557,88.094,79.929
Managing sessions of creative requirements elicitation and assessment,"Pinto, R.| Silva, L.| Valentim, R.",3,56712322700| 23478588200| 35606294400,2020,2020-03-30,Proceedings of the ACM Symposium on Applied Computing,-,-,1355-1362,-,-,89358,Conference Proceeding,0.6,62,2.2,66,-,-,2.58,25,1,0.28,3.56,53,57,0,"Pinto, R., Silva, L., Valentim, R. (2020).Managing sessions of creative requirements elicitation and assessment. Proceedings of the ACM Symposium on Applied Computing,1355-1362",https://www.scopus.com/record/display.url?eid=2-s2.0-85083026799&origin=resultslist,10.1145/3341105.3375757,Conference Paper,,2-s2.0-85083026799,-,Universidade Federal do Rio Grande do Norte,1,60023857| 60023857,Universidade Federal do Rio Grande do Norte| Universidade Federal do Rio Grande do Norte,56712322700,35606294400,-,-,Brazil,1712,Software,-,"Software Engineering,Models,Software Design",49,"Methodology,Requirements Elicitation,Agile Software Development",51566,90.769,65.014
Simulation and design of Koch fractal CPW antennas,"Da Costa, L.F.V.T.| D'Assunção, A.G.| Barreto, E.L.F.",3,57194410712| 7004474343| 55225884700,2018,2018-04-10,GeMiC 2018 - 2018 German Microwave Conference,2018-,-,207-210,-,-,21100865902,Conference Proceeding,-,-,-,-,-,-,0.7,8,1,0.35,2.82,65,56,0,"Da Costa, L.F.V.T., D'Assunção, A.G., Barreto, E.L.F. (2018).Simulation and design of Koch fractal CPW antennas. GeMiC 2018 - 2018 German Microwave Conference,2018-207-210",https://www.scopus.com/record/display.url?eid=2-s2.0-85049092050&origin=resultslist,10.23919/GEMIC.2018.8335066,Conference Paper,,2-s2.0-85049092050,-,Universidade Federal do Rio Grande do Norte,1,60023857,Universidade Federal do Rio Grande do Norte,57194410712,55225884700,-,-,Brazil,1705| 2208| 3105,Computer Networks and Communications| Electrical and Electronic Engineering| Instrumentation,-,"Antennas,Slot Antennas,Microwave Antennas",55,"Antenna,Ultra-Wideband (UWB),Coplanar Waveguides",181,93.043,97.038
"A 70.4 dB voltage gain, 2.3 dB NF, fully integrated multi-standard UHF receiver front-end in CMOS 130-nm","Júnior, C.A.M.C.| Filho, J.B.S.| Cunha, G.C.L.| Belfort, D.R.| Catunda, S.Y.C.| De Lima, R.N.| Bourguet, V.P.M.",7,57188684186| 57213106591| 56180373700| 24775112000| 6602674444| 7006655976| 8318322400,2016,2016-06-01,Microelectronics Journal,52,-,1-10,-,ISSN-00262692,9500153939,Journal,0.94,32,2.4,38,0.283,49,0.63,18,1,0.11,9.38,68,69,0,"Júnior, C.A.M.C., Filho, J.B.S., Cunha, G.C.L. and 4 more (...) (2016).A 70.4 dB voltage gain, 2.3 dB NF, fully integrated multi-standard UHF receiver front-end in CMOS 130-nm. Microelectronics Journal,521-10",https://www.scopus.com/record/display.url?eid=2-s2.0-84962323983&origin=resultslist,10.1016/j.mejo.2016.03.001,Article,,2-s2.0-84962323983,-,Universidade Federal da Bahia| Universidade Federal do Rio Grande do Norte,2,60023857| 60013710,Universidade Federal do Rio Grande do Norte| Universidade Federal da Bahia,57188684186,8318322400,-,-,Brazil,2208| 2504| 2508| 3104| 3107,"Electrical and Electronic Engineering| Electronic, Optical and Magnetic Materials| Surfaces, Coatings and Films| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",-,"Power Amplifiers,CMOS Integrated Circuits,Variable Frequency Oscillators",122,"Mixers,CMOS,Noise Figure",3670,74.448,82.197
